"Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
"Coburg North","7 Manly Ct","3","h",700000,"S","Nelson","07-05-16",9.2,"3058","3","1","2",626,108,"1950","Moreland",-37.7201,144.9696
"Coburg North","17 Mathieson St","3","h",860000,"S","Nelson","08-10-16",9.2,"3058","2","1","3",586,145,"1950","Moreland",-37.7205,144.9659
"Coburg North","4 Sharp Gr","2","h",765000,"S","Love","08-10-16",9.2,"3058","2","1","2",563,116,"1925","Moreland",-37.723,144.96
"Coburg North","13 Pixel Cct","3","h",625000,"S","Nelson","10-09-16",9.2,"3058","3","1","2",104,138,"2014","Moreland",-37.7307,144.9826
"Coburg North","1 Boyne St","2","h",745000,"SP","Raine","10-12-16",9.2,"3058","2","1","3",526,90,"1940","Moreland",-37.732,144.9832
"Coburg North","19A Tilley St","4","h",1050000,"PI","Jellis","10-12-16",9.2,"3058","4","3","2",501,258,"2016","Moreland",-37.7266,144.9823
"Coburg North","17 Convent Ct","2","h",935000,"S","First","12-11-16",9.2,"3058","2","1","2",833,107,"1960","Moreland",-37.7297,144.9654
"Coburg North","9 Marama St","4","h",1009000,"S","Ray","12-11-16",9.2,"3058","4","1","2",590,141.713223140496,"1950","Moreland",-37.7197,144.9585
"Coburg North","1 McDonnell Rd","2","h",820000,"SP","Nelson","12-11-16",9.2,"3058","2","1","4",629,120,"1960","Moreland",-37.7276,144.9688
"Coburg North","5 Rollo St","3","h",780000,"S","Nelson","12-11-16",9.2,"3058","3","1","2",307,96,"1950","Moreland",-37.7215,144.9533
"Coburg North","25 Williams Rd","3","h",707000,"S","Brad","13-08-16",9.2,"3058","3","2","3",556,129,"1950","Moreland",-37.7305,144.9605
"Coburg North","127 Elizabeth St","3","h",637000,"S","Brad","18-06-16",9.2,"3058","3","1","4",498,97,"1950","Moreland",-37.7323,144.9833
"Coburg North","143 Elizabeth St","4","h",950000,"S","hockingstuart","18-06-16",9.2,"3058","4","2","2",298,231,"2013","Moreland",-37.7308,144.9836
"Coburg North","3 Golf Rd","3","h",860000,"PI","Jellis","19-11-16",9.2,"3058","3","2","3",472,134,"1970","Moreland",-37.734,144.9728
"Coburg North","64 Elizabeth St","3","h",650000,"SP","Barry","25-02-17",9.2,"3058","3","1","1",407,95,"1930","Darebin",-37.7351,144.9833
"Coburg North","24 Norris St","4","h",792000,"SP","Jellis","26-07-16",9.2,"3058","4","2","1",320,131,"1950","Moreland",-37.7242,144.9612
"Coburg North","45 Shorts Rd","3","h",720000,"S","Nelson","26-07-16",9.2,"3058","3","1","2",499,105,"1970","Moreland",-37.7236,144.9576
"Coburg North","2 Carr St","3","h",970000,"S","Jellis","27-11-16",9.2,"3058","3","1","2",575,129,"1960","Moreland",-37.7307,144.9704
"Collingwood","130 Keele St","2","h",890000,"S","LITTLE","03-09-16",1.6,"3066","2","1","1",178,70,"1900","Yarra",-37.7974,144.9915
"Collingwood","20 Hotham St","3","h",1260000,"S","Jellis","03-12-16",1.6,"3066","3","1","0",167,107.9,"1900","Yarra",-37.7962,144.9866
"Collingwood","382 Wellington St","2","h",855000,"S","Jellis","12-11-16",1.6,"3066","2","1","0",130,80,"1890","Yarra",-37.7953,144.9882
"Collingwood","82 Sackville St","2","h",1265000,"S","Jellis","14-05-16",1.6,"3066","3","1","1",282,112,"1920","Yarra",-37.7985,144.9883
"Collingwood","84 Budd St","3","h",1075000,"S","hockingstuart","16-04-16",1.6,"3066","3","1","0",183,104,"1880","Yarra",-37.7948,144.9875
"Collingwood","6 Forest St","2","h",981000,"S","Jellis","17-09-16",1.6,"3066","2","1","0",188,107,"1900","Yarra",-37.7964,144.9923
"Collingwood","5 Charlotte St","2","h",1000000,"SP","Peter","19-11-16",1.6,"3066","2","1","2",159,86,"1880","Yarra",-37.7962,144.9887
"Doncaster","5 Boyd St","3","h",1403000,"S","Barry","03-12-16",13.9,"3108","3","1","4",727,123,"1970","Manningham",-37.7942,145.1218
"Doncaster","19 Hanke Rd","3","h",1450000,"PI","Barry","03-12-16",13.9,"3108","3","1","1",638,115,"1970","Manningham",-37.7912,145.1248
"Doncaster","33 Thiele St","4","h",1396000,"S","Barry","03-12-16",13.9,"3108","4","1","2",658,138,"1975","Manningham",-37.7827,145.1358
"Doncaster","2 Nola St","3","h",1125000,"VB","hockingstuart","04-03-17",13.9,"3108","3","2","2",819,173,"1970","Manningham",-37.781,145.1036
"Doncaster","1a Morris St","4","h",1152000,"S","Jellis","06-08-16",13.9,"3108","4","2","2",336,176,"2007","Manningham",-37.794,145.1178
"Doncaster","5 Arnold Gr","4","h",1868000,"S","hockingstuart","07-05-16",13.9,"3108","3","2","2",925,218,"1960","Manningham",-37.7869,145.1183
"Doncaster","22 Saxon St","4","h",1050000,"PI","Barry","07-05-16",13.9,"3108","4","2","2",317,194,"1995","Manningham",-37.7815,145.1279
"Doncaster","3 Maralee Pl","3","h",1850000,"S","Jellis","07-11-16",13.9,"3108","3","1","2",1073,143,"1960","Manningham",-37.7772,145.1157
"Doncaster","41 Pettys La","4","h",1225000,"S","Ray","07-11-16",13.9,"3108","4","3","2",740,185,"1985","Manningham",-37.7912,145.1127
"Doncaster","33 Somerville St","4","h",1316000,"S","Jellis","07-11-16",13.9,"3108","4","2","2",716,155,"1965","Manningham",-37.778,145.1173
"Doncaster","36 Henry St","5","h",1400000,"S","Jellis","08-10-16",13.9,"3108","5","3","2",656,320,"1985","Manningham",-37.7752,145.1317
"Doncaster","49 Burgundy Dr","5","h",2168000,"S","Barry","10-09-16",13.9,"3108","5","5","2",669,395,"2016","Manningham",-37.7808,145.1185
"Doncaster","35 Bordeaux St","4","h",1430000,"S","Jellis","10-12-16",13.9,"3108","4","2","2",655,170,"1970","Manningham",-37.782,145.1194
"Doncaster","28 Dunoon St","4","h",1468000,"S","Ray","12-11-16",13.9,"3108","4","2","2",806,170,"1975","Manningham",-37.7939,145.1392
"Doncaster","9 Gilmore Rd","3","h",1275000,"PI","Barry","12-11-16",13.9,"3108","3","1","1",720,191.673469387755,"1960","Manningham",-37.79,145.1309
"Doncaster","170 Ayr St","4","h",1250000,"SP","Fletchers","14-05-16",13.9,"3108","4","2","3",767,191.673469387755,"1963","Manningham",-37.7735,145.1044
"Doncaster","768 Elgar Rd","2","h",1140000,"S","Barry","14-05-16",13.9,"3108","3","1","1",679,191.673469387755,"1960","Manningham",-37.7915,145.1224
"Doncaster","19 Gilmore Rd","3","h",1485000,"S","Barry","16-04-16",13.9,"3108","3","2","2",731,140,"1960","Manningham",-37.7892,145.131
"Doncaster","22 Menarra St","3","h",1190000,"S","Ray","16-04-16",13.9,"3108","3","1","1",658,140,"1960","Manningham",-37.7816,145.1066
"Doncaster","31 Massey St","3","h",900000,"PI","Ray","16-07-16",13.9,"3108","2","2","2",366,150,"2013","Manningham",-37.792,145.1077
"Doncaster","4 Benton Ct","3","h",1250000,"PI","Jellis","17-09-16",13.9,"3108","3","2","1",728,150,"1965","Manningham",-37.7813,145.1318
"Doncaster","2 Louise Ct","3","h",1030000,"S","Ray","17-09-16",13.9,"3108","3","1","1",827,100,"1960","Manningham",-37.7848,145.1029
"Doncaster","15 Glenda St","3","h",1300000,"S","Jellis","18-03-17",13.9,"3108","3","1","2",651,119,"1970","Manningham",-37.7827,145.1051
"Doncaster","46 Winston Dr","4","h",1462500,"S","Philip","18-06-16",13.9,"3108","4","3","2",654,160,"1969","Manningham",-37.7795,145.1294
"Doncaster","35 Bellara St","3","h",1430000,"S","Barry","19-11-16",13.9,"3108","3","1","2",811,191.673469387755,"1970","Manningham",-37.7927,145.1386
"Doncaster","24 Outlook Dr","3","h",1250000,"PI","Fletchers","19-11-16",13.9,"3108","3","2","2",900,195,"1970","Manningham",-37.7902,145.1344
"Doncaster","7 Reddan Ct","4","h",1460800,"SP","Jellis","19-11-16",13.9,"3108","4","3","2",654,305,"1970","Manningham",-37.7856,145.1088
"Doncaster","18 Roseland Gr","3","h",1152500,"S","Barry","19-11-16",13.9,"3108","3","2","2",648,129,"1980","Manningham",-37.7798,145.1368
"Doncaster","5 Iskandar Pl","5","h",1650000,"VB","Jellis","22-05-16",13.9,"3108","5","4","2",500,429,"2007","Manningham",-37.7863,145.1105
"Doncaster","741 Elgar Rd","3","h",1391000,"S","Ray","23-04-16",13.9,"3108","3","1","1",764,175,"1965","Manningham",-37.7934,145.1207
"Doncaster","378 Manningham Rd","4","h",1401000,"S","RW","25-02-17",13.9,"3108","4","3","2",650,261,"1970","Manningham",-37.7785,145.1212
"Doncaster","5 Robin Ct","4","h",1782000,"S","Barry","25-02-17",13.9,"3108","4","3","3",586,306,"2002","Manningham",-37.7739,145.1287
"Doncaster","12 Norfolk Cct","4","h",1520000,"S","Barry","26-07-16",13.9,"3108","4","3","2",657,275,"2010","Manningham",-37.7954,145.1379
"Doncaster","8 Howard Ct","3","h",1100000,"VB","Vic","27-11-16",13.9,"3108","3","2","2",771,169,"1960","Manningham",-37.7765,145.117
"Doncaster","394 Manningham Rd","3","h",1202000,"S","Barry","27-11-16",13.9,"3108","3","2","2",649,150,"1965","Manningham",-37.7794,145.1224
"Doncaster","25 Outlook Dr","3","h",1362000,"S","Philip","27-11-16",13.9,"3108","3","1","2",798,132,"1960","Manningham",-37.7894,145.1333
"Doncaster","7 Botanic Dr","4","h",1810000,"S","Jellis","28-05-16",13.9,"3108","4","2","4",769,240,"1970","Manningham",-37.7781,145.1337
"Eaglemont","6 Ashby Gr","5","h",1901000,"S","Nelson","10-09-16",10.3,"3084","3","2","2",963,225,"1925","Banyule",-37.7674,145.0518
"Eaglemont","76 Castle St","4","h",1650000,"VB","Miles","10-09-16",10.3,"3084","4","3","2",724,327,"1940","Banyule",-37.7594,145.0594
"Eaglemont","27 Glen Dr","3","h",1816000,"S","Nelson","12-11-16",10.3,"3084","3","1","2",846,180,"1955","Banyule",-37.7666,145.0591
"Eaglemont","61 Glenard Dr","4","h",2050000,"S","Miles","15-10-16",10.3,"3084","4","3","2",723,290,"1950","Banyule",-37.7615,145.0705
"Eaglemont","47 Ormond Rd","5","h",1930000,"S","Miles","15-10-16",10.3,"3084","5","2","1",939,236,"1930","Banyule",-37.7659,145.0585
"Eaglemont","14 Cumberland St","4","h",2600000,"VB","Nelson","18-06-16",10.3,"3084","3","2","3",871,322,"1937","Banyule",-37.7612,145.0676
"Eaglemont","34 Durham St","3","h",1601000,"S","Miles","26-07-16",10.3,"3084","3","1","1",872,136,"1960","Banyule",-37.7618,145.0649
"Eaglemont","107 Banksia St","3","h",1100000,"VB","Holland","27-06-16",10.3,"3084","3","2","1",555,300,"1988","Banyule",-37.7585,145.0568
"Eaglemont","8 Outlook Dr","4","h",2550000,"VB","Miles","27-11-16",10.3,"3084","4","2","2",1484,478,"1970","Banyule",-37.769,145.0616
"Eaglemont","13 Warne St","4","h",2012000,"S","Nelson","27-11-16",10.3,"3084","4","3","2",597,245,"1940","Banyule",-37.765,145.0646
"Eaglemont","20 Glenard Dr","4","h",2309000,"S","Nelson","28-08-16",10.3,"3084","4","3","2",1177,291,"1960","Banyule",-37.7652,145.0687
"Elsternwick","30 Ross St","2","h",900000,"VB","Gary","03-09-16",8.5,"3185","2","1","2",239,110,"1940","Glen Eira",-37.8845,144.999
"Elsternwick","393 Kooyong Rd","3","h",1625000,"S","Biggin","03-12-16",8.5,"3185","3","2","2",447,181,"1920","Glen Eira",-37.8912,145.0138
"Elsternwick","8 Ross St","4","h",1100000,"VB","hockingstuart","03-12-16",8.5,"3185","4","2","0",147,159,"1910","Glen Eira",-37.8852,144.9997
"Elsternwick","4 Buxton St","3","h",1755000,"S","Gary","07-05-16",8.5,"3185","3","2","1",391,173,"1905","Glen Eira",-37.8885,145.0133
"Elsternwick","44 Hartington St","4","h",1400000,"SP","Biggin","07-05-16",8.5,"3185","4","1","1",489,150,"1910","Glen Eira",-37.8916,145.0123
"Elsternwick","3/26 Ross St","3","h",800000,"VB","Hodges","10-12-16",8.5,"3185","3","2","2",331,112,"2010","Glen Eira",-37.8847,144.9992
"Elsternwick","12 Rusden St","3","h",965000,"PI","Biggin","10-12-16",8.5,"3185","3","1","2",275,119,"1900","Glen Eira",-37.8859,144.9994
"Elsternwick","2/21 Gisborne St","2","h",1160000,"SP","Chisholm","12-11-16",8.5,"3185","2","2","2",155,137,"2011","Glen Eira",-37.8887,145.0046
"Elsternwick","17 Staniland Gr","4","h",2600000,"S","Biggin","13-08-16",8.5,"3185","4","2","2",527,184,"1880","Glen Eira",-37.883,145.0043
"Elsternwick","21 Liscard St","3","h",1800000,"S","Biggin","16-04-16",8.5,"3185","3","2","2",492,181,"1905","Glen Eira",-37.8789,145.0048
"Elsternwick","2 Park St","3","h",2345000,"S","Biggin","16-04-16",8.5,"3185","3","2","1",419,204,"1908","Glen Eira",-37.8817,145.0126
"Elsternwick","9 Ripon Gr","4","h",1650000,"PI","Biggin","18-06-16",8.5,"3185","1","3","2",386,185,"1913","Glen Eira",-37.883,144.999
"Elsternwick","87 Orrong Rd","3","h",1750000,"VB","Buxton","19-11-16",8.5,"3185","3","2","2",517,207,"1900","Glen Eira",-37.8813,145.0063
"Elsternwick","31 Prentice St","3","h",1450000,"S","Biggin","19-11-16",8.5,"3185","3","1","2",351,108,"1915","Glen Eira",-37.8832,145.0133
"Elsternwick","20 Shoobra Rd","4","h",2806000,"S","Biggin","19-11-16",8.5,"3185","4","3","2",669,255,"1930","Glen Eira",-37.8871,145.0081
"Elsternwick","5/39 Horne St","4","h",1007000,"S","Pride","22-05-16",8.5,"3185","4","2","2",125,200,"2000","Glen Eira",-37.8855,145.001
"Elsternwick","3 Clarence St","4","h",1450000,"PI","Biggin","22-08-16",8.5,"3185","4","2","2",376,192,"1917","Glen Eira",-37.892,145.008
"Elsternwick","53 Shoobra Rd","4","h",2600000,"SP","Biggin","22-08-16",8.5,"3185","5","3","2",701,273,"1885","Glen Eira",-37.8897,145.008
"Elsternwick","22 Ross St","2","h",895000,"S","Owen","23-04-16",8.5,"3185","2","1","1",147,81,"1915","Glen Eira",-37.8849,144.9993
"Elsternwick","22 Carlingford St","4","h",2050000,"PI","Biggin","27-06-16",8.5,"3185","3","3","2",420,270,"2016","Glen Eira",-37.8891,145.0102
"Elsternwick","275 Kooyong Rd","3","h",1605000,"S","Biggin","27-11-16",8.5,"3185","3","1","1",418,152,"1890","Glen Eira",-37.8831,145.0153
"Elwood","59 Spray St","3","h",1911000,"S","Marshall","04-03-17",7.7,"3184","3","1","2",327,175.583333333333,"1900","Port Phillip",-37.8846,144.9879
"Elwood","7 Moore St","2","h",1210000,"S","Pride","07-11-16",7.7,"3184","2","1","0",163,92,"1890","Port Phillip",-37.8778,144.9904
"Elwood","31 Shelley St","3","h",1050000,"VB","Chisholm","07-11-16",7.7,"3184","3","1","0",257,138,"1920","Port Phillip",-37.881,144.9841
"Elwood","76 Byron St","3","h",1238000,"S","Buxton","11-02-17",7.7,"3184","3","2","1",116,119,"1996","Port Phillip",-37.8789,144.9836
"Elwood","32 Burns St","4","h",1875000,"S","Pride","12-11-16",7.7,"3184","4","2","0",223,173,"1910","Port Phillip",-37.882,144.993
"Elwood","2/509 St Kilda St","3","h",878500,"S","hockingstuart","12-11-16",7.7,"3184","3","2","1",75,122,"2002","Port Phillip",-37.8843,144.9917
"Elwood","5 Tiuna Gr","3","h",3572000,"S","Marshall","12-11-16",7.7,"3184","4","2","6",737,207,"1915","Port Phillip",-37.8839,144.9831
"Elwood","17 Addison St","3","h",1700000,"S","Chisholm","16-04-16",7.7,"3184","3","2","2",316,175.583333333333,"1910","Port Phillip",-37.875,144.9813
"Elwood","2 Docker St","3","h",1625000,"S","McGrath","17-09-16",7.7,"3184","3","2","1",246,133,"1950","Port Phillip",-37.8861,144.9877
"Elwood","6 Daley St","4","h",2400000,"PI","Marshall","18-06-16",7.7,"3184","4","2","2",560,185,"1920","Port Phillip",-37.8822,144.9913
"Elwood","53 Addison St","4","h",1875000,"VB","Chisholm","27-06-16",7.7,"3184","3","3","0",235,211,"2005","Port Phillip",-37.8775,144.9808
"Elwood","78 Dickens St","4","h",2200000,"PI","Wilson","27-06-16",7.7,"3184","4","3","2",348,218,"1900","Port Phillip",-37.8748,144.9778
"Elwood","32 Milton St","3","h",1830000,"S","Chisholm","28-05-16",7.7,"3184","3","2","2",374,162,"1925","Port Phillip",-37.8747,144.987
"Elwood","40 Wave St","3","h",1925000,"VB","Chisholm","28-08-16",7.7,"3184","2","1","1",393,175.583333333333,"1923","Port Phillip",-37.8835,144.9873
"Essendon","6 Buckley St","3","h",1425000,"S","Jellis","03-09-16",8,"3040","3","2","2",684,147,"1950","Moonee Valley",-37.7585,144.9317
"Essendon","16 Kendall St","3","h",1295000,"PI","Nelson","03-12-16",8,"3040","3","1","3",688,105,"1930","Moonee Valley",-37.7578,144.9317
"Essendon","2/96 Cooper St","3","h",911000,"S","Rendina","04-02-16",8,"3040","3","2","2",225,98,"2008","Moonee Valley",-37.7454,144.8987
"Essendon","15 Albion St","4","h",900000,"SP","Nelson","04-03-17",8,"3040","4","2","1",288,210,"1980","Moonee Valley",-37.7562,144.9286
"Essendon","76 Ogilvie St","3","h",960000,"S","Brad","04-03-17",8,"3040","3","1","2",549,106,"1950","Moonee Valley",-37.7479,144.8931
"Essendon","32 Vanberg Rd","4","h",1670000,"S","Nelson","04-03-17",8,"3040","4","2","1",291,183,"1920","Moonee Valley",-37.7544,144.9325
"Essendon","242 Buckley St","3","h",1100000,"VB","Nelson","04-06-16",8,"3040","3","2","1",789,257,"1890","Moonee Valley",-37.7558,144.9073
"Essendon","55 Richardson St","4","h",1800000,"S","Nelson","04-06-16",8,"3040","3","2","2",648,215,"1910","Moonee Valley",-37.7493,144.9112
"Essendon","45 Ogilvie St","2","h",1130000,"SP","Barry","07-05-16",8,"3040","2","1","1",646,100,"1950","Moonee Valley",-37.7502,144.8923
"Essendon","65 Napier St","3","h",1467000,"S","Greg","07-11-16",8,"3040","3","2","2",188,171,"1900","Moonee Valley",-37.7532,144.9178
"Essendon","59 Hedderwick St","5","h",2800000,"PI","Nelson","08-10-16",8,"3040","5","4","6",877,378,"2005","Moonee Valley",-37.7491,144.9002
"Essendon","22 Nimmo St","4","h",1160000,"S","Nelson","10-09-16",8,"3040","4","3","2",256,217,"2015","Moonee Valley",-37.7527,144.8957
"Essendon","8 Monica St","6","h",2620000,"S","Brad","10-12-16",8,"3040","6","4","2",860,355,"1930","Moonee Valley",-37.7484,144.9025
"Essendon","82 Price St","3","h",1226000,"S","Nelson","10-12-16",8,"3040","3","1","3",533,125,"1955","Moonee Valley",-37.7462,144.8953
"Essendon","26 Bradshaw St","4","h",1402000,"S","Nelson","11-02-17",8,"3040","4","2","1",554,193,"1940","Moonee Valley",-37.7508,144.8937
"Essendon","1/155 Deakin St","3","h",897000,"S","Frank","11-02-17",8,"3040","3","1","2",226,196.931153846154,"2000","Moonee Valley",-37.7393,144.8931
"Essendon","62 Mary St","3","h",855000,"S","Nelson","12-06-16",8,"3040","3","1","2",396,116,"1950","Moonee Valley",-37.7484,144.8907
"Essendon","74 Forrester St","4","h",1275000,"S","Brad","12-11-16",8,"3040","4","2","2",503,160,"2008","Moonee Valley",-37.7513,144.8925
"Essendon","125a Ogilvie St","4","h",1590000,"S","Nelson","12-11-16",8,"3040","4","3","1",475,272,"2007","Moonee Valley",-37.7418,144.8938
"Essendon","18 Vanberg Rd","3","h",1385000,"S","McDonald","12-11-16",8,"3040","3","2","1",619,137,"1930","Moonee Valley",-37.7543,144.9318
"Essendon","33 McCarron Pde","4","h",1635000,"VB","Nelson","15-10-16",8,"3040","4","1","2",638,227,"1900","Moonee Valley",-37.7523,144.9052
"Essendon","130 Tennyson St","2","h",1001000,"S","Jellis","15-10-16",8,"3040","2","1","2",244,196.931153846154,"1915","Moonee Valley",-37.7543,144.9307
"Essendon","2 Cooke St","5","h",1575000,"PI","Brad","16-04-16",8,"3040","5","3","2",700,454,"1988","Moonee Valley",-37.7461,144.9173
"Essendon","211 Napier St","4","h",1467000,"S","Brad","16-04-16",8,"3040","3","2","1",683,145,"1920","Moonee Valley",-37.7439,144.9195
"Essendon","20 Warner St","2","h",890000,"PI","Nelson","16-04-16",8,"3040","2","1","1",649,108,"1950","Moonee Valley",-37.7445,144.9133
"Essendon","11 McPhail St","2","h",870000,"PI","Nelson","16-07-16",8,"3040","3","1","2",319,120,"1920","Moonee Valley",-37.7555,144.9118
"Essendon","49 Albion St","3","h",1134000,"S","Barry","17-09-16",8,"3040","3","1","1",551,114,"1950","Moonee Valley",-37.7571,144.9335
"Essendon","2 McHale Ct","2","h",1065000,"VB","Nelson","17-09-16",8,"3040","2","1","2",477,143,"1960","Moonee Valley",-37.7503,144.911
"Essendon","37 Woodland St","4","h",1610000,"S","Hodges","17-09-16",8,"3040","4","2","2",601,250,"2010","Moonee Valley",-37.7434,144.9256
"Essendon","24A Daisy St","2","h",930000,"S","Barry","18-03-17",8,"3040","2","1","2",225,107,"1990","Moonee Valley",-37.7548,144.9113
"Essendon","101 McCracken St","3","h",1470000,"S","Nelson","18-03-17",8,"3040","3","1","1",687,120,"2016","Moonee Valley",-37.7442,144.9045
"Essendon","59 Brewster St","3","h",1475000,"PI","Paul","18-06-16",8,"3040","3","1","2",388,196.931153846154,"1910","Moonee Valley",-37.7508,144.9163
"Essendon","55 Lincoln Rd","4","h",1600000,"SP","Brad","19-11-16",8,"3040","4","3","1",519,218,"1930","Moonee Valley",-37.7517,144.9086
"Essendon","33 McCarron Pde","4","h",1535000,"SP","Nelson","19-11-16",8,"3040","4","1","2",638,227,"1900","Moonee Valley",-37.7523,144.9052
"Essendon","22 Tweedside St","3","h",1460000,"S","Paul","22-08-16",8,"3040","3","2","1",605,138,"1920","Moonee Valley",-37.7546,144.9042
"Essendon","18 Lorraine St","4","h",2355000,"S","McDonald","25-02-17",8,"3040","4","2","3",715,273,"1920","Moonee Valley",-37.7582,144.9128
"Essendon","154 Spencer St","4","h",1560000,"S","Barry","25-02-17",8,"3040","4","1","2",650,196.931153846154,"1950","Moonee Valley",-37.7452,144.8941
"Essendon","31 Graves St","3","h",1625000,"S","Nelson","26-07-16",8,"3040","3","2","1",858,165,"1938","Moonee Valley",-37.7417,144.8961
"Essendon","7 Hilda St","3","h",1150000,"S","Paul","26-07-16",8,"3040","3","1","0",300,145,"1900","Moonee Valley",-37.7548,144.9315
"Essendon","18 Washington St","5","h",1811000,"S","Nelson","27-11-16",8,"3040","5","3","2",657,284,"1930","Moonee Valley",-37.7548,144.9098
"Essendon","31 Elder Pde","3","h",1500000,"PI","Red","28-05-16",8,"3040","3","2","3",440,190,"1930","Moonee Valley",-37.7524,144.9074
"Essendon","38 Alfred Rd","3","h",1290000,"S","Nelson","28-08-16",8,"3040","3","1","1",618,132,"1960","Moonee Valley",-37.7442,144.9249
"Essendon","5 Loeman St","4","h",1270000,"PI","Nelson","28-08-16",8,"3040","3","2","2",411,266,"1996","Moonee Valley",-37.757,144.9251
"Essendon","21 Miller St","3","h",1445000,"S","Nelson","28-08-16",8,"3040","3","2","1",400,168,"1910","Moonee Valley",-37.7542,144.9117
"Essendon","33 Ogilvie St","4","h",1113000,"S","Brad","28-08-16",8,"3040","3","1","2",533,127,"1950","Moonee Valley",-37.7509,144.8922
"Essendon North","64 Kerferd St","5","h",1360000,"S","Nelson","18-03-17",9.4,"3041","5","3","2",463,196,"1930","Moonee Valley",-37.7379,144.9022
"Essendon North","21 Greville St","4","h",1605000,"S","Barry","22-08-16",9.4,"3041","3","2","2",607,202.928571428571,"1940","Moonee Valley",-37.7371,144.8973
"Fairfield","150 Gillies St","3","h",1250000,"VB","Jellis","03-09-16",5.8,"3078","3","2","0",327,144,"1910","Darebin",-37.7723,145.0179
"Fairfield","7 Rathmines St","3","h",1350000,"PI","McGrath","03-12-16",5.8,"3078","3","1","2",309,110,"2000","Darebin",-37.7828,145.0154
"Fairfield","192 Gillies St","3","h",1064000,"S","Jellis","06-08-16",5.8,"3078","3","1","1",235,168.269230769231,"1900","Darebin",-37.7698,145.0183
"Fairfield","229 Rathmines St","2","h",1220000,"S","Jellis","07-05-16",5.8,"3078","2","1","2",537,92,"1950","Darebin",-37.7689,145.0177
"Fairfield","197 Station St","4","h",1160000,"PI","Nelson","07-05-16",5.8,"3078","4","2","1",381,145,"1890","Darebin",-37.7735,145.0192
"Fairfield","88 Perry St","4","h",1730000,"S","Jellis","15-10-16",5.8,"3078","4","2","2",490,226,"2007","Darebin",-37.7749,145.0242
"Fairfield","45 McGregor St","3","h",2350000,"PI","Collins","18-06-16",5.8,"3078","3","2","4",735,168.269230769231,"1950","Darebin",-37.7706,145.0225
"Fairfield","52 Rayment St","3","h",1350000,"VB","Nelson","19-11-16",5.8,"3078","3","1","4",553,109,"1930","Darebin",-37.7728,145.0214
"Fairfield","254 Rathmines St","4","h",2000000,"VB","Nelson","22-05-16",5.8,"3078","4","3","2",575,280,"2015","Darebin",-37.7671,145.0176
"Fairfield","231 Station St","3","h",1065000,"S","Nelson","23-04-16",5.8,"3078","3","1","2",630,168.269230769231,"1930","Darebin",-37.7713,145.0196
"Fairfield","225 Gillies St","3","h",1055000,"S","Collins","27-06-16",5.8,"3078","3","1","2",382,140,"1950","Darebin",-37.7696,145.0188
"Fairfield","147 Gillies St","3","h",1375000,"S","McGrath","28-08-16",5.8,"3078","3","1","1",496,122,"1910","Darebin",-37.7737,145.018
"Fitzroy","111 Cecil St","2","h",1000000,"S","Nelson","03-09-16",1.6,"3065","2","1","0",128,130.45,"1890","Yarra",-37.7941,144.9802
"Fitzroy","127 George St","4","h",1780000,"S","Peter","07-11-16",1.6,"3065","4","1","1",186,130.45,"1902","Yarra",-37.8048,144.9806
"Fitzroy","199 Moor St","1","h",947500,"S","Nelson","07-11-16",1.6,"3065","1","1","0",87,66,"1980","Yarra",-37.8019,144.9821
"Fitzroy","52 Nicholson St","4","h",3310000,"S","Caine","13-08-16",1.6,"3065","4","4","2",337,291,"1854","Yarra",-37.8052,144.9739
"Fitzroy","124 Westgarth St","3","h",1481000,"S","Jellis","13-08-16",1.6,"3065","3","2","1",138,130.45,"1900","Yarra",-37.795,144.9806
"Fitzroy","258 Napier St","3","h",2200000,"VB","Nelson","16-04-16",1.6,"3065","3","2","1",187,130.45,"1890","Yarra",-37.8003,144.9806
"Fitzroy","431 George St","3","h",1250000,"PI","Nelson","17-09-16",1.6,"3065","3","1","1",113,105,"1890","Yarra",-37.7966,144.9821
"Fitzroy","190 Gore St","2","h",1440000,"S","Nelson","17-09-16",1.6,"3065","3","1","0",95,130.45,"1890","Yarra",-37.8032,144.9825
"Fitzroy","20 Westgarth St","2","h",1315000,"S","Jellis","18-03-17",1.6,"3065","2","1","0",141,130.45,"1890","Yarra",-37.7946,144.9765
"Fitzroy","31 Bell St","4","h",1950000,"S","Nelson","18-06-16",1.6,"3065","4","1","0",177,152,"1890","Yarra",-37.7999,144.9759
"Fitzroy","2/41 Kerr St","2","h",850000,"VB","Nelson","18-06-16",1.6,"3065","2","1","0",193.633333333333,130.45,"1890","Yarra",-37.79983,144.9798
"Fitzroy","60 Bell St","4","h",1620000,"S","Nelson","22-05-16",1.6,"3065","3","2","1",132,165,"1880","Yarra",-37.8004,144.9768
"Fitzroy","47 Charles St","3","h",1600000,"S","Nelson","22-05-16",1.6,"3065","3","2","1",261,130.45,"1890","Yarra",-37.803,144.9806
"Fitzroy","84 Kerr St","2","h",1122000,"S","Nelson","22-08-16",1.6,"3065","2","1","0",106,101,"1890","Yarra",-37.7968,144.9781
