"Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","CouncilArea","Lattitude","Longtitude","Days.diff","Dist.bucket","Price.bucket","Months"
"Kealba","4 Woolstone Cl","4","h",560000,"SP","Brad","24-09-16",15,"3021","4","2","2",612,155,"Brimbank",-37.7378,144.8264,267,"very far","4L-8L","Sep'16"
"Kealba","35 Georgia Pl","3","h",320000,"VB","Brad","27-06-16",15,"3021","3","2","1",119,206.454545454545,"Brimbank",-37.7328,144.8194,178,"very far","<4L","Jun'16"
"Kealba","22 Valewood Dr","3","h",450000,"SP","Brad","28-05-16",15,"3021","3","1","2",548,206.454545454545,"Brimbank",-37.7334,144.8254,148,"very far","4L-8L","May'16"
"Keilor East","16 Border Dr","3","h",703000,"S","Nelson","03-09-16",12.8,"3033","3","2","2",683,200,"Moonee Valley",-37.7402,144.8591,246,"very far","4L-8L","Sep'16"
"Keilor East","85 David Av","3","h",680000,"VB","Nelson","03-09-16",12.8,"3033","3","1","2",619.68115942029,154.024390243902,"Moonee Valley",-37.7433,144.8658,246,"very far","4L-8L","Sep'16"
"Keilor East","121 Sterling Dr","3","h",650000,"SP","Barry","03-09-16",12.8,"3033","3","1","1",538,104,"Moonee Valley",-37.7441,144.8503,246,"very far","4L-8L","Sep'16"
"Keilor East","14 Hawthorn Ct","3","h",590000,"S","Nelson","03-12-16",12.8,"3033","3","1","2",610,154.024390243902,"Moonee Valley",-37.7455,144.8484,337,"very far","4L-8L","Dec'16"
"Keilor East","16 Roberts St","4","h",900000,"S","Nelson","03-12-16",12.8,"3033","4","2","1",289,125,"Moonee Valley",-37.7506,144.8689,337,"very far","8L- 16L","Dec'16"
"Keilor East","16 Drew St","3","h",935000,"S","Nelson","04-03-17",12.8,"3033","3","1","2",662,154.024390243902,"Moonee Valley",-37.738,144.869,428,"very far","8L- 16L","Mar'17"
"Keilor East","1 Giuliano Ct","3","h",700000,"VB","Nelson","04-03-17",12.8,"3033","3","2","2",288,116,"Moonee Valley",-37.7514,144.8731,428,"very far","4L-8L","Mar'17"
"Keilor East","44 Parkside Av","3","h",746000,"S","Moonee","04-03-17",12.8,"3033","3","1","2",619.68115942029,154.024390243902,"Moonee Valley",-37.7433,144.8658,428,"very far","4L-8L","Mar'17"
"Keilor East","20 Prospect Dr","3","h",675000,"S","McDonald","04-03-17",12.8,"3033","3","2","1",549,154.024390243902,"Moonee Valley",-37.7496,144.8589,428,"very far","4L-8L","Mar'17"
"Keilor East","15 Viewbank Dr","4","h",816000,"S","Barry","04-03-17",12.8,"3033","4","2","1",540,188,"Moonee Valley",-37.7482,144.877,428,"very far","8L- 16L","Mar'17"
"Keilor East","26 Limestone Av","4","h",1100000,"VB","Nelson","04-06-16",12.8,"3033","4","2","2",619.68115942029,154.024390243902,"Moonee Valley",-37.7433,144.8658,155,"very far","8L- 16L","Jun'16"
"Keilor East","74 Lincoln Dr","4","h",845000,"S","Brad","04-06-16",12.8,"3033","3","1","1",622,126,"Moonee Valley",-37.7425,144.8683,155,"very far","8L- 16L","Jun'16"
"Keilor East","154 Milleara Rd","3","h",725000,"S","Nelson","04-06-16",12.8,"3033","3","1","1",657,154.024390243902,"Moonee Valley",-37.7411,144.8638,155,"very far","4L-8L","Jun'16"
"Keilor East","27 Judith St","3","h",772000,"S","Nelson","07-05-16",12.8,"3033","3","2","3",672,132,"Moonee Valley",-37.7465,144.876,127,"very far","4L-8L","May'16"
"Keilor East","9a The Crossway","3","h",650000,"SP","Nelson","07-05-16",12.8,"3033","3","2","2",3977,113,"Moonee Valley",-37.747,144.8663,127,"very far","4L-8L","May'16"
"Keilor East","57 Wonganella Dr","3","h",757000,"S","Nelson","07-11-16",12.8,"3033","3","2","1",532,140,"Moonee Valley",-37.7295,144.8644,311,"very far","4L-8L","Nov'16"
"Keilor East","86 Prospect Dr","3","h",690000,"S","Harcourts","08-10-16",12.8,"3033","3","2","2",568,148,"Moonee Valley",-37.7469,144.8526,281,"very far","4L-8L","Oct'16"
"Keilor East","4a Cohen St","3","h",583000,"S","Alexkarbon","10-09-16",12.8,"3033","3","1","1",412,133,"Moonee Valley",-37.7459,144.8643,253,"very far","4L-8L","Sep'16"
"Keilor East","45 Nyah St","4","h",920000,"S","Rendina","10-09-16",12.8,"3033","3","2","2",603,154.024390243902,"Moonee Valley",-37.7323,144.8683,253,"very far","8L- 16L","Sep'16"
"Keilor East","15 Craig St","3","h",880000,"S","Nelson","10-12-16",12.8,"3033","3","1","2",584,123,"Moonee Valley",-37.7435,144.8798,344,"very far","8L- 16L","Dec'16"
"Keilor East","7 Neville St","4","h",970000,"S","Nelson","10-12-16",12.8,"3033","4","2","4",659,154.024390243902,"Moonee Valley",-37.7467,144.8683,344,"very far","8L- 16L","Dec'16"
"Keilor East","1 Nicholas Ct","4","h",920000,"SP","Brad","10-12-16",12.8,"3033","4","2","2",745,182,"Moonee Valley",-37.7479,144.8805,344,"very far","8L- 16L","Dec'16"
"Keilor East","114 Prospect Dr","3","h",625000,"S","Harcourts","10-12-16",12.8,"3033","3","1","2",539,154.024390243902,"Moonee Valley",-37.7452,144.8511,344,"very far","4L-8L","Dec'16"
"Keilor East","32 Wyong St","3","h",825000,"S","Nelson","10-12-16",12.8,"3033","3","3","1",318,154.024390243902,"Moonee Valley",-37.7338,144.8662,344,"very far","8L- 16L","Dec'16"
"Keilor East","122 Prospect Dr","3","h",695000,"S","Moonee","11-02-17",12.8,"3033","3","1","1",564,154.024390243902,"Moonee Valley",-37.7445,144.8511,407,"very far","4L-8L","Feb'17"
"Keilor East","8 Nyah St","3","h",915000,"S","Nelson","11-03-17",12.8,"3033","3","1","2",610,154.024390243902,"Moonee Valley",-37.7359,144.868,435,"very far","8L- 16L","Mar'17"
"Keilor East","117 Brees Rd","3","h",976000,"S","Nelson","12-11-16",12.8,"3033","3","3","2",605,212,"Moonee Valley",-37.7459,144.8788,316,"very far","8L- 16L","Nov'16"
"Keilor East","61 Rachelle Rd","4","h",1420000,"S","Barry","12-11-16",12.8,"3033","4","2","2",613,250,"Moonee Valley",-37.7453,144.8721,316,"very far","8L- 16L","Nov'16"
"Keilor East","21 Woorite Pl","3","h",900000,"S","Nelson","12-11-16",12.8,"3033","3","1","1",713,127,"Moonee Valley",-37.7301,144.8671,316,"very far","8L- 16L","Nov'16"
"Keilor East","37a Heather Av","4","h",760000,"PI","Nelson","13-08-16",12.8,"3033","4","2","2",619.68115942029,154.024390243902,"Moonee Valley",-37.7433,144.8658,225,"very far","4L-8L","Aug'16"
"Keilor East","5 Clover Ct","5","h",1100000,"PI","Brad","14-05-16",12.8,"3033","4","2","2",781,154.024390243902,"Moonee Valley",-37.7497,144.8746,134,"very far","8L- 16L","May'16"
"Keilor East","1/36 Phillip Rd","2","h",380000,"S","Nelson","14-05-16",12.8,"3033","2","1","1",116,154.024390243902,"Moonee Valley",-37.748,144.8696,134,"very far","<4L","May'16"
"Keilor East","4 Trent Ct","4","h",1010000,"S","Barry","14-05-16",12.8,"3033","4","2","2",776,268,"Moonee Valley",-37.7502,144.8745,134,"very far","8L- 16L","May'16"
"Keilor East","1 Harley Ct","3","h",740000,"S","Nelson","15-10-16",12.8,"3033","3","1","2",684,154.024390243902,"Moonee Valley",-37.7426,144.8599,288,"very far","4L-8L","Oct'16"
"Keilor East","564 Buckley St","3","h",630000,"S","Nelson","16-04-16",12.8,"3033","2","2","1",221,154.024390243902,"Moonee Valley",-37.7504,144.8594,106,"very far","4L-8L","Apr'16"
"Keilor East","48 Fawkner Cr","3","h",780000,"S","Brad","16-04-16",12.8,"3033","3","1","2",619.68115942029,154.024390243902,"Moonee Valley",-37.7433,144.8658,106,"very far","4L-8L","Apr'16"
"Keilor East","26 Heather Av","5","h",762000,"SP","Nelson","16-04-16",12.8,"3033","5","3","2",619.68115942029,154.024390243902,"Moonee Valley",-37.7433,144.8658,106,"very far","4L-8L","Apr'16"
"Keilor East","13 Pennington St","4","h",835000,"S","Nelson","16-04-16",12.8,"3033","4","2","3",708,184,"Moonee Valley",-37.7452,144.8652,106,"very far","8L- 16L","Apr'16"
"Keilor East","71 Noga Av","3","h",891000,"S","Nelson","16-07-16",12.8,"3033","3","1","2",619.68115942029,154.024390243902,"Moonee Valley",-37.7433,144.8658,197,"very far","8L- 16L","Jul'16"
"Keilor East","16 Bernard Ct","4","h",871000,"S","Nelson","18-06-16",12.8,"3033","4","2","2",570,154.024390243902,"Moonee Valley",-37.7361,144.8691,169,"very far","8L- 16L","Jun'16"
"Keilor East","48 Heather Av","5","h",765000,"S","Nelson","18-06-16",12.8,"3033","5","3","2",619.68115942029,154.024390243902,"Moonee Valley",-37.7433,144.8658,169,"very far","4L-8L","Jun'16"
"Keilor East","83 Noga Av","3","h",700000,"S","Nelson","18-06-16",12.8,"3033","3","1","2",619.68115942029,154.024390243902,"Moonee Valley",-37.7433,144.8658,169,"very far","4L-8L","Jun'16"
"Keilor East","67 Prospect Dr","5","h",808000,"S","Nelson","18-06-16",12.8,"3033","5","2","2",561,154.024390243902,"Moonee Valley",-37.748,144.8552,169,"very far","8L- 16L","Jun'16"
"Keilor East","37 Roberts St","3","h",891000,"S","Nelson","18-06-16",12.8,"3033","3","3","1",292,154.024390243902,"Moonee Valley",-37.7505,144.8657,169,"very far","8L- 16L","Jun'16"
"Keilor East","9 West Gwy","3","h",585000,"VB","Nelson","18-06-16",12.8,"3033","3","1","2",619.68115942029,154.024390243902,"Moonee Valley",-37.7433,144.8658,169,"very far","4L-8L","Jun'16"
"Keilor East","83 Wyong St","3","h",785000,"S","Barry","18-06-16",12.8,"3033","3","1","2",606,141,"Moonee Valley",-37.7311,144.8663,169,"very far","4L-8L","Jun'16"
"Keilor East","35 Gungarlan Dr","3","h",695000,"S","Barry","19-11-16",12.8,"3033","3","2","2",716,154,"Moonee Valley",-37.734,144.8593,323,"very far","4L-8L","Nov'16"
"Keilor East","54 Norwood Dr","4","h",770000,"S","Nelson","22-05-16",12.8,"3033","4","2","2",546,174,"Moonee Valley",-37.7428,144.8536,142,"very far","4L-8L","May'16"
"Keilor East","81 Quinn Gr","5","h",700000,"PI","Nelson","22-05-16",12.8,"3033","4","2","2",629,154.024390243902,"Moonee Valley",-37.7423,144.869,142,"very far","4L-8L","May'16"
"Keilor East","94 Sterling Dr","3","h",570000,"SP","HAR","22-05-16",12.8,"3033","3","1","2",542,120,"Moonee Valley",-37.7408,144.8553,142,"very far","4L-8L","May'16"
"Keilor East","23 Chappell Pl","4","h",830000,"S","Moonee","22-08-16",12.8,"3033","4","2","2",686,198,"Moonee Valley",-37.7394,144.8628,234,"very far","8L- 16L","Aug'16"
"Keilor East","23 Prospect Dr","3","h",600000,"S","Bells","22-08-16",12.8,"3033","3","1","1",565,125,"Moonee Valley",-37.7498,144.8585,234,"very far","4L-8L","Aug'16"
"Keilor East","20 Keith Gr","3","h",825000,"S","Nelson","23-04-16",12.8,"3033","3","2","1",630,126,"Moonee Valley",-37.7378,144.8705,113,"very far","8L- 16L","Apr'16"
"Keilor East","89 Sterling Dr","4","h",680000,"S","Barry","23-04-16",12.8,"3033","4","2","2",545,154.024390243902,"Brimbank",-37.742,144.8523,113,"very far","4L-8L","Apr'16"
"Keilor East","11 Heather Av","4","h",810000,"S","Brad","24-09-16",12.8,"3033","4","2","2",619.68115942029,154.024390243902,"Moonee Valley",-37.7433,144.8658,267,"very far","8L- 16L","Sep'16"
"Keilor East","24 Yallop Ct","4","h",735000,"SP","Nelson","24-09-16",12.8,"3033","4","2","2",547,184,"Moonee Valley",-37.7381,144.8554,267,"very far","4L-8L","Sep'16"
"Keilor East","83 Milleara Rd","3","h",875000,"PI","Barry","26-07-16",12.8,"3033","3","2","2",928,130,"Moonee Valley",-37.7362,144.8643,207,"very far","8L- 16L","Jul'16"
"Keilor East","40 Borva Dr","3","h",601200,"S","Nelson","27-06-16",12.8,"3033","4","1","1",554,147,"Moonee Valley",-37.7303,144.8636,178,"very far","4L-8L","Jun'16"
"Keilor East","38 Eastleigh Av","4","h",760000,"S","Bekdon","27-06-16",12.8,"3033","4","2","2",619.68115942029,154.024390243902,"Moonee Valley",-37.7433,144.8658,178,"very far","4L-8L","Jun'16"
"Keilor East","60 Wonganella Dr","3","h",680000,"S","Nelson","27-06-16",12.8,"3033","3","1","2",558,105,"Moonee Valley",-37.7305,144.8646,178,"very far","4L-8L","Jun'16"
"Keilor East","35/24 Craig St","3","h",650000,"S","Nelson","27-11-16",12.8,"3033","3","2","2",176,154.024390243902,"Moonee Valley",-37.7432,144.8816,331,"very far","4L-8L","Nov'16"
"Keilor East","61 Nyah St","3","h",900000,"S","Nelson","27-11-16",12.8,"3033","3","1","2",600,154.024390243902,"Moonee Valley",-37.7312,144.8685,331,"very far","8L- 16L","Nov'16"
"Keilor East","5 Viewbank Dr","3","h",823000,"S","Nelson","27-11-16",12.8,"3033","3","1","2",538,154.024390243902,"Moonee Valley",-37.7486,144.8778,331,"very far","8L- 16L","Nov'16"
"Keilor East","38 Clarks Rd","4","h",847000,"S","Brad","28-05-16",12.8,"3033","4","3","2",579,154.024390243902,"Moonee Valley",-37.7368,144.8689,148,"very far","8L- 16L","May'16"
"Keilor East","28 Noga Av","3","h",810000,"VB","Nelson","28-05-16",12.8,"3033","3","1","2",619.68115942029,154.024390243902,"Moonee Valley",-37.7433,144.8658,148,"very far","8L- 16L","May'16"
"Keilor East","26 Norwood Dr","3","h",705000,"S","Nelson","28-05-16",12.8,"3033","3","1","2",616,201,"Moonee Valley",-37.7449,144.8533,148,"very far","4L-8L","May'16"
"Keilor East","23 Viewbank Dr","4","h",732000,"S","Nelson","28-08-16",12.8,"3033","4","2","2",544,233,"Moonee Valley",-37.7479,144.8763,240,"very far","4L-8L","Aug'16"
"Keilor East","8 Alwyn Ct","3","h",715000,"SP","Moonee","30-07-16",12.8,"3033","3","2","4",598,123,"Moonee Valley",-37.7487,144.8526,211,"very far","4L-8L","Jul'16"
"Kensington","4 Coopers La","3","h",785000,"S","Nelson","03-09-16",4.2,"3031","2","1","1",258,64,"Melbourne",-37.7906,144.924,246,"near","4L-8L","Sep'16"
"Kensington","65 Gatehouse Dr","3","h",852000,"S","Nelson","03-09-16",4.2,"3031","3","1","1",166,138,"Melbourne",-37.7929,144.9197,246,"near","8L- 16L","Sep'16"
"Kensington","35 Henry St","3","h",1037000,"S","Rendina","03-09-16",4.2,"3031","3","1","1",188,106,"Melbourne",-37.7953,144.9275,246,"near","8L- 16L","Sep'16"
"Kensington","8 Bent St","2","h",775000,"S","Jellis","03-12-16",4.2,"3031","2","1","0",150,119.840909090909,"Melbourne",-37.7963,144.935,337,"near","4L-8L","Dec'16"
"Kensington","14 Hardiman St","3","h",1470000,"S","Nelson","04-03-17",4.2,"3031","3","1","1",199,121,"Melbourne",-37.7957,144.932,428,"near","8L- 16L","Mar'17"
"Kensington","56 Tennyson St","3","h",1050000,"S","Edward","04-06-16",4.2,"3031","3","1","1",274,119.840909090909,"Melbourne",-37.7984,144.929,155,"near","8L- 16L","Jun'16"
"Kensington","61 Bangalore St","3","h",1291000,"SP","Edward","06-08-16",4.2,"3031","3","1","1",416,119.840909090909,"Melbourne",-37.7946,144.924,218,"near","8L- 16L","Aug'16"
"Kensington","47 Barnett St","3","h",961000,"S","Jellis","07-05-16",4.2,"3031","3","1","1",235,119.840909090909,"Melbourne",-37.7925,144.9323,127,"near","8L- 16L","May'16"
"Kensington","72 Bayswater Rd","3","h",1271000,"S","Edward","07-05-16",4.2,"3031","3","1","1",284,113,"Melbourne",-37.7938,144.9228,127,"near","8L- 16L","May'16"
"Kensington","67 Collett St","3","h",1010000,"PI","Edward","07-05-16",4.2,"3031","3","1","0",234,104,"Melbourne",-37.7923,144.9332,127,"near","8L- 16L","May'16"
"Kensington","15 Ormond St","4","h",1675000,"S","Rendina","07-05-16",4.2,"3031","4","2","2",279,119.840909090909,"Melbourne",-37.797,144.9303,127,"near","16L-25L","May'16"
"Kensington","10 Altona St","2","h",905000,"S","Edward","08-10-16",4.2,"3031","2","2","1",138,126,"Melbourne",-37.799,144.9276,281,"near","8L- 16L","Oct'16"
"Kensington","70 Hardiman St","2","h",960000,"S","Nelson","08-10-16",4.2,"3031","2","1","1",174,72,"Melbourne",-37.7959,144.9343,281,"near","8L- 16L","Oct'16"
"Kensington","94 McConnell St","2","h",1031000,"SP","Woodards","08-10-16",4.2,"3031","2","1","1",163,99,"Melbourne",-37.7929,144.9287,281,"near","8L- 16L","Oct'16"
"Kensington","13 Youlden St","3","h",870000,"S","Greg","08-10-16",4.2,"3031","3","1","1",211,95,"Melbourne",-37.7891,144.926,281,"near","8L- 16L","Oct'16"
"Kensington","41 Barnett St","3","h",1165000,"S","Nelson","10-09-16",4.2,"3031","3","1","0",239,135,"Melbourne",-37.7923,144.9324,253,"near","8L- 16L","Sep'16"
"Kensington","11 Nottingham St","5","h",1710000,"PI","Nelson","10-09-16",4.2,"3031","5","2","2",566,270,"Melbourne",-37.7893,144.933,253,"near","16L-25L","Sep'16"
"Kensington","39 Henry St","3","h",1455000,"S","Jellis","10-12-16",4.2,"3031","3","1","0",275,120,"Melbourne",-37.7954,144.9274,344,"near","8L- 16L","Dec'16"
"Kensington","51 Rankins Rd","2","h",765000,"S","Nardella","10-12-16",4.2,"3031","2","1","2",158,76,"Melbourne",-37.7902,144.9319,344,"near","4L-8L","Dec'16"
"Kensington","21 Bayswater Rd","2","h",1005000,"S","Brad","12-11-16",4.2,"3031","2","1","0",274,119.840909090909,"Melbourne",-37.7931,144.9247,316,"near","8L- 16L","Nov'16"
"Kensington","233 Stockmans Wy","4","h",985000,"SP","Rendina","12-11-16",4.2,"3031","4","2","1",237.820512820513,119.840909090909,"Melbourne",-37.79122,144.92797,316,"near","8L- 16L","Nov'16"
"Kensington","109 Rankins Rd","2","h",1234500,"SP","Nelson","13-08-16",4.2,"3031","2","2","2",169,127,"Melbourne",-37.7922,144.9316,225,"near","8L- 16L","Aug'16"
"Kensington","105 Stockmans Wy","2","h",785000,"S","Nelson","13-08-16",4.2,"3031","2","1","1",237.820512820513,119.840909090909,"Melbourne",-37.79122,144.92797,225,"near","4L-8L","Aug'16"
"Kensington","32 Epsom Rd","2","h",825000,"S","Rendina","14-05-16",4.2,"3031","2","1","1",211,88,"Melbourne",-37.7925,144.9264,134,"near","8L- 16L","May'16"
"Kensington","11 Nottingham St","5","h",1900000,"VB","Nelson","16-04-16",4.2,"3031","5","2","2",566,270,"Melbourne",-37.7893,144.933,106,"near","16L-25L","Apr'16"
"Kensington","38 Rourke La","2","h",732000,"SP","Nelson","18-06-16",4.2,"3031","3","2","1",94,130,"Melbourne",-37.7934,144.9166,169,"near","4L-8L","Jun'16"
"Kensington","33 Barnett St","3","h",1260000,"S","Nelson","19-11-16",4.2,"3031","3","2","2",250,147,"Melbourne",-37.792,144.9324,323,"near","8L- 16L","Nov'16"
"Kensington","51 Gatehouse Dr","3","h",1000000,"SP","Nelson","19-11-16",4.2,"3031","3","2","2",211,132,"Melbourne",-37.7926,144.9197,323,"near","8L- 16L","Nov'16"
"Kensington","26 Hopetoun St","2","h",1155000,"SP","Edward","19-11-16",4.2,"3031","2","1","1",197,101,"Moonee Valley",-37.7918,144.9264,323,"near","8L- 16L","Nov'16"
"Kensington","57 Eastwood St","3","h",813500,"SP","Nelson","22-05-16",4.2,"3031","3","1","1",165,119.840909090909,"Melbourne",-37.7907,144.9303,142,"near","8L- 16L","May'16"
"Kensington","42 McCracken St","4","h",1365000,"S","Edward","22-08-16",4.2,"3031","4","2","1",242,119.840909090909,"Moonee Valley",-37.7913,144.9275,234,"near","8L- 16L","Aug'16"
"Kensington","49 Robertson St","3","h",1230000,"S","Nelson","22-08-16",4.2,"3031","3","1","1",312,109,"Melbourne",-37.793,144.934,234,"near","8L- 16L","Aug'16"
"Kensington","33 Stockmans Wy","4","h",1370000,"S","Rendina","22-08-16",4.2,"3031","4","2","1",237.820512820513,119.840909090909,"Melbourne",-37.79122,144.92797,234,"near","8L- 16L","Aug'16"
"Kensington","28 Pridham St","5","h",1001000,"S","Rendina","24-09-16",4.2,"3031","3","1","0",301,119.840909090909,"Melbourne",-37.7896,144.9307,267,"near","8L- 16L","Sep'16"
"Kensington","123 Rankins Rd","2","h",850000,"SP","Nelson","24-09-16",4.2,"3031","2","1","1",169,90,"Melbourne",-37.7925,144.9315,267,"near","8L- 16L","Sep'16"
"Kensington","37 Cakebread Mw","4","h",1200000,"S","Nelson","25-02-17",4.2,"3031","4","2","1",237.820512820513,119.840909090909,"Melbourne",-37.79122,144.92797,421,"near","8L- 16L","Feb'17"
"Kensington","55 Epsom Rd","3","h",1335000,"S","Rendina","25-02-17",4.2,"3031","3","1","3",459,119.840909090909,"Melbourne",-37.7917,144.9251,421,"near","8L- 16L","Feb'17"
"Kensington","5 Rogan La","2","h",868000,"S","Nelson","25-02-17",4.2,"3031","2","1","1",97,103,"Melbourne",-37.7921,144.9234,421,"near","8L- 16L","Feb'17"
"Kensington","25 Chelmsford St","2","h",960000,"S","Brad","26-07-16",4.2,"3031","2","1","0",179,119.840909090909,"Melbourne",-37.7963,144.9327,207,"near","8L- 16L","Jul'16"
"Kensington","68 Hardiman St","2","h",1211000,"SP","Nelson","27-11-16",4.2,"3031","2","1","1",183,119.840909090909,"Melbourne",-37.7959,144.9342,331,"near","8L- 16L","Nov'16"
"Kensington","64 Hardiman St","2","h",806000,"S","Alexkarbon","28-05-16",4.2,"3031","2","1","1",173,119.840909090909,"Melbourne",-37.7959,144.9341,148,"near","8L- 16L","May'16"
"Kensington","61 Willis St","3","h",829000,"S","Nelson","28-05-16",4.2,"3031","2","2","2",84,119.840909090909,"Melbourne",-37.7935,144.9187,148,"near","8L- 16L","May'16"
"Kensington","10 Mulgrave St","2","h",786000,"S","Biggin","28-08-16",4.2,"3031","2","1","0",149,119.840909090909,"Melbourne",-37.7908,144.9309,240,"near","4L-8L","Aug'16"
"Kew","13 Annadale St","3","h",1635000,"S","Jellis","03-09-16",5.6,"3101","3","1","2",396,248.114520547945,"Boroondara",-37.8102,145.0451,246,"near","16L-25L","Sep'16"
"Kew","51 Rowland St","2","h",4800000,"S","Jellis","03-09-16",5.6,"3101","2","2","1",697,248.114520547945,"Boroondara",-37.812,145.0547,246,"near",">25L","Sep'16"
"Kew","7 Wimba Av","5","h",6240000,"S","Jellis","03-09-16",5.6,"3101","5","3","2",601.763779527559,248.114520547945,"Boroondara",-37.8047,145.0391,246,"near",">25L","Sep'16"
"Kew","7 Rimington Av","4","h",2250000,"S","Jellis","03-12-16",5.6,"3101","4","2","2",601.763779527559,248.114520547945,"Boroondara",-37.8047,145.0391,337,"near","16L-25L","Dec'16"
"Kew","9 Ross St","5","h",4350000,"S","Marshall","03-12-16",5.6,"3101","5","3","2",853,248.114520547945,"Boroondara",-37.8151,145.0555,337,"near",">25L","Dec'16"
"Kew","8 Campbell St","3","h",1528500,"SP","Fletchers","04-03-17",5.6,"3101","3","1","1",375,248.114520547945,"Boroondara",-37.8015,145.0505,428,"near","8L- 16L","Mar'17"
"Kew","43 Fernhurst Gr","4","h",1690000,"S","RT","04-03-17",5.6,"3101","4","3","1",358,248.114520547945,"Boroondara",-37.8034,145.0283,428,"near","16L-25L","Mar'17"
"Kew","4 Orford Av","5","h",3820000,"S","Marshall","04-03-17",5.6,"3101","5","3","2",601.763779527559,248.114520547945,"Boroondara",-37.8047,145.0391,428,"near",">25L","Mar'17"
"Kew","6 Wellington St","3","h",1490000,"S","Nelson","04-03-17",5.6,"3101","3","2","2",597,248.114520547945,"Boroondara",-37.8093,145.0299,428,"near","8L- 16L","Mar'17"
"Kew","1 First Av","4","h",1380000,"PI","Jellis","04-06-16",5.6,"3101","4","2","2",601.763779527559,248.114520547945,"Boroondara",-37.8047,145.0391,155,"near","8L- 16L","Jun'16"
"Kew","57 Cobden St","4","h",2130000,"S","Jellis","06-08-16",5.6,"3101","4","2","2",649,248.114520547945,"Boroondara",-37.802,145.036,218,"near","16L-25L","Aug'16"
"Kew","9 Tregarron Av","4","h",2300000,"PI","Kay","06-08-16",5.6,"3101","4","2","2",601.763779527559,248.114520547945,"Boroondara",-37.8047,145.0391,218,"near","16L-25L","Aug'16"
"Kew","36 Belmont Av","3","h",1800000,"S","Jellis","07-05-16",5.6,"3101","3","1","2",601.763779527559,248.114520547945,"Boroondara",-37.8047,145.0391,127,"near","16L-25L","May'16"
"Kew","71 Cecil St","4","h",2200000,"S","Marshall","07-05-16",5.6,"3101","4","1","2",735,248.114520547945,"Boroondara",-37.8028,145.0534,127,"near","16L-25L","May'16"
"Kew","14 Studley Av","4","h",3700000,"VB","Nelson","07-05-16",5.6,"3101","4","2","2",601.763779527559,248.114520547945,"Boroondara",-37.8047,145.0391,127,"near",">25L","May'16"
"Kew","94 Argyle Rd","4","h",3550000,"VB","Jellis","07-11-16",5.6,"3101","4","3","4",992,374,"Boroondara",-37.8046,145.0603,311,"near",">25L","Nov'16"
"Kew","73 Cobden St","2","h",1326000,"S","Nelson","07-11-16",5.6,"3101","2","1","2",405,80,"Boroondara",-37.8012,145.0361,311,"near","8L- 16L","Nov'16"
"Kew","7 Clevedon Ct","4","h",1950000,"VB","Kay","08-10-16",5.6,"3101","3","2","2",400,251,"Boroondara",-37.8147,145.0438,281,"near","16L-25L","Oct'16"
"Kew","21 Gordon Av","2","h",1210000,"S","Nelson","08-10-16",5.6,"3101","2","1","2",601.763779527559,248.114520547945,"Boroondara",-37.8047,145.0391,281,"near","8L- 16L","Oct'16"
"Kew","23 Campbell St","3","h",1875000,"S","Noel","10-09-16",5.6,"3101","3","2","2",426,248.114520547945,"Boroondara",-37.8012,145.0514,253,"near","16L-25L","Sep'16"
"Kew","16 Charles St","5","h",2850000,"S","RT","10-09-16",5.6,"3101","5","2","2",815,248.114520547945,"Boroondara",-37.8118,145.035,253,"near",">25L","Sep'16"
"Kew","3 First Av","5","h",2110000,"PI","Kay","10-09-16",5.6,"3101","5","3","2",601.763779527559,248.114520547945,"Boroondara",-37.8047,145.0391,253,"near","16L-25L","Sep'16"
"Kew","4 Franks Gr","4","h",2550000,"S","Jellis","10-09-16",5.6,"3101","4","2","2",603,220,"Boroondara",-37.8095,145.0391,253,"near",">25L","Sep'16"
"Kew","8 Merrion Pl","3","h",1878000,"SP","Jellis","10-09-16",5.6,"3101","3","2","1",392,426,"Boroondara",-37.8081,145.0263,253,"near","16L-25L","Sep'16"
"Kew","10 Vaughan Cr","3","h",1200000,"SP","Marshall","10-09-16",5.6,"3101","3","1","2",601.763779527559,248.114520547945,"Boroondara",-37.8047,145.0391,253,"near","8L- 16L","Sep'16"
"Kew","75 Derby St","4","h",1910000,"PI","Bekdon","10-12-16",5.6,"3101","4","3","2",277,199,"Boroondara",-37.8007,145.0374,344,"near","16L-25L","Dec'16"
"Kew","14 Findon Cr","5","h",3620000,"S","RT","10-12-16",5.6,"3101","5","3","2",601.763779527559,248.114520547945,"Boroondara",-37.8047,145.0391,344,"near",">25L","Dec'16"
"Kew","17 Gladstone St","3","h",1410000,"S","Jellis","10-12-16",5.6,"3101","3","1","2",304,127,"Boroondara",-37.8023,145.0404,344,"near","8L- 16L","Dec'16"
"Kew","31 Miller Gr","3","h",2310000,"S","Walsh","10-12-16",5.6,"3101","3","1","2",782,175,"Boroondara",-37.8107,145.0219,344,"near","16L-25L","Dec'16"
"Kew","47 Brougham St","3","h",1668000,"S","Caine","11-02-17",5.6,"3101","3","2","2",289,248.114520547945,"Boroondara",-37.8048,145.0303,407,"near","16L-25L","Feb'17"
"Kew","88 Edgevale Rd","4","h",2315000,"S","Marshall","11-03-17",5.6,"3101","4","2","0",364,183,"Boroondara",-37.8125,145.043,435,"near","16L-25L","Mar'17"
